,Text,Text_Tag,Barely-True,False,Half-True,Mostly-True,Not-Known,True
231,"Says David Perdue wants to abolish the U.S. Department of Education, which would cost Georgia schools $1 billion a year and eliminate millions in student loans.","education,federal-budget",0,0,1,0,0,0
232,The Paul Ryan budget proposal would privatize Medicare.,"federal-budget,health-care,medicare",0,0,0,1,0,0
233,High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.,"criminal-justice,education",0,0,0,1,0,0
234,The United States imprisons more than any nation in the world.,criminal-justice,0,0,1,0,0,0
235,Says Marco Rubio is the one for an open border.,immigration,0,0,0,0,1,0
236,"...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.","education,federal-budget",0,0,0,1,0,0
237,Says cuts to Medicare affect people who have already paid in. We paid for it.,"federal-budget,health-care,medicare",1,0,0,0,0,0
238,David Alameel is giving thousands of dollars to support the Republican Party candidates including John Cornyn and Greg Abbott.,"bipartisanship,campaign-finance,candidates-biography",1,0,0,0,0,0
239,The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,"federal-budget,health-care",0,0,0,0,0,1
240,Providences port is 200 miles closer to Europe than any other Eastern port.,"economy,infrastructure,trade,transportation",0,1,0,0,0,0
241,Says you need a photo ID to purchase Sudafed in Texas.,"elections,legal-issues",0,0,0,0,0,1
242,Twenty percent of housing in Portlands Pearl District is affordable.,"housing,infrastructure,taxes,urban",0,0,0,1,0,0
243,"Says allowing the payroll tax holiday to expire would end up costing another estimated 900,000 jobs in 2012.",taxes,0,0,0,1,0,0
244,Hillary Clinton supported NAFTA and permanent China trade. Pennsylvania lost thousands of jobs.,foreign-policy,0,0,1,0,0,0
245,Numerous studies have shown that these so-called right-to-work laws do not generate jobs and economic growth.,"jobs,unions",0,0,1,0,0,0
246,"Obama's budget plan would take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent.",federal-budget,0,0,0,0,0,1
247,Says Hillary Clinton said the Veterans Affairs scandal is over-exaggerated. She said she was satisfied with what was going on.,veterans,1,0,0,0,0,0
248,We now have driven (health care) costs down to the lowest theyve been in 50 years.,health-care,0,1,0,0,0,0
249,"President Barack Obama's ""initial response when we heard about the Christmas underwear bomber"" was to say that ""this was the act of an isolated extremist.""","homeland-security,terrorism,abc-news-week",0,0,1,0,0,0
250,"Says Sen. Sherrod Brown admitted that his $787 billion stimulus law failed and after specifically attacking Republicans for wanting to lower Americans taxes, (he) now claims that his stimulus bill didnt do enough to lower taxes.","stimulus,taxes",0,0,1,0,0,0
251,"In the 1950s, ""A lot of people got rich and they had to pay a top tax rate of 90 percent.""",taxes,0,0,0,1,0,0
252,"The Charleston, S.C., shootershould have never been given a gun, but the universal background check was not fast enough.","corrections-and-updates,guns,homeland-security",0,0,0,1,0,0
253,Sixty-five percent of the Iraqi people now say it's okay to shoot an American soldier.,iraq,1,0,0,0,0,0
254,Twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional.,"health-care,supreme-court",0,1,0,0,0,0
255,Says Gov. Chris Christies proposal to reduce state income taxes would be the second tax cut for the rich by the governor in two years.,taxes,0,0,1,0,0,0
256,Warren (Buffett) still does support me.,economy,0,0,0,0,0,1
257,Says George LeMieux was one of two Republicans who voted for President Barack Obamas jobs bill.,"candidates-biography,jobs",0,0,0,0,0,1
258,A precinct in the Allen West-Patrick Murphy recount has 7 registered voters in Guatemalan community and the tally showed 900 voted!!!!!,elections,0,1,0,0,0,0
259,"About 230,000 people that were on unemployment when I took office are not on unemployment now.","economy,workers",0,0,0,1,0,0
260,"One person, Kathleen Sebelius, was going to determine whether or not 10-year-old lung patient Sarah Murnaghan would live or die.","children,health-care,public-health,pundits",1,0,0,0,0,0
261,Ron Klein repeatedly voted in favor of amnesty for illegal immigrants.,immigration,0,0,0,0,1,0
262,Local law enforcement . . . will have access to the [Obamacare] Data Hubs treasure trove of personal info.,"criminal-justice,health-care,legal-issues,privacy",0,1,0,0,0,0
263,"During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years.",crime,0,0,0,0,0,1
264,Barack Obamas Columbia University ID says he was a foreign student and went by Barry Soetoro.,"corrections-and-updates,obama-birth-certificate",0,0,0,0,1,0
265,"John McCain, ""one of the richest people in a Senate filled with millionaires,"" says the solution to the housing crisis is for people to get a ""second job"" and ""skip their vacations.""",economy,1,0,0,0,0,0
266,"Terry McAuliffe wants to raise your taxes $1,700 to pay for his infinite promises.","education,state-budget,taxes",0,1,0,0,0,0
267,"Hypocrisy at the Clinton Foundation: Top male staff made on average $218,029 while top female staff made $153,014 from 2010-2014.","candidates-biography,women,workers",0,0,1,0,0,0
268,"Since the federal Violence Against Women Act was adopted in 1994, cases of domestic violence have fallen by 67 percent.","crime,criminal-justice,women",0,0,0,1,0,0
269,Says federal law enforcement officers cut off questioning of the Christmas Day underwear bomber by giving him a Miranda warning after 30 minutes of questioning.,"crime,homeland-security,legal-issues,terrorism,abc-news-week",0,0,1,0,0,0
270,On legalizing illegal immigrants.,immigration,0,0,1,0,0,0
271,Nearly half of all pregnancies in the U.S. are unintended.,"abortion,census,children,families,health-care,public-health,women",0,0,0,0,0,1
272,"We are ""borrowing Saudi money for Saudi oil"" with the result being ""dependency and debt.""",energy,0,0,1,0,0,0
273,"Says there are homes for sale on and around (Oswego Lake) right now for under $150,000 that anyone is welcome to buy.",housing,0,0,1,0,0,0
274,"Since the president became the president, we have lost 3.3 million jobs in the private sector. But you know whos done OK and whos not complaining today? The public sector. Weve gained 590,000 public sector jobs.","economy,federal-budget",0,0,1,0,0,0
275,The top 1 percent pay over half of the entire revenue for this country.,taxes,0,1,0,0,0,0
276,The difference over the (previous) four years between where things were headed and where we brought them to over the last four years is a total of $816 in saved property tax money.,"state-budget,state-finances,taxes",1,0,0,0,0,0
277,Chris Christie has not increased the taxes on anyone.,taxes,0,0,1,0,0,0
278,The United States does not have a system through which growers and dairies can bring a workforce legally into the U.S.,"agriculture,immigration,workers",1,0,0,0,0,0
279,Says he never said he would keep education funding the same.,"education,state-budget",0,1,0,0,0,0
280,"Since 1978, college tuition nationwide has gone up something like four times the rate of inflation.",education,0,0,0,0,0,1
281,"Says Sen. Rob Portman said, It would be irresponsible not to cut Medicare.",medicare,0,0,1,0,0,0
282,"Most of, if not all of, the [DeKalb school construction] projects always came in on or were under budget.",education,0,0,0,1,0,0
283,(Palin) supported right-wing extremist Pat Buchanan for president in 2000.,israel,0,1,0,0,0,0
284,Says Sen. Sherrod Brown voted to block American energy production and increase energy taxes.,"energy,message-machine-2012,taxes",1,0,0,0,0,0
285,Says Jeanne Shaheen voted for a measure that would have amounted to a new national energy tax.,"energy,taxes,voting-record",1,0,0,0,0,0
286,"Washington, D.C., had some of the strictest gun laws in the country. And when they passed them, violence skyrocketed.","crime,criminal-justice,drugs,government-regulation,guns,public-safety",0,0,1,0,0,0
287,Seven presidents before (Barack Obama) -- Republicans and Democrats -- tried to expand health care to all Americans.,"health-care,history",0,0,0,1,0,0
288,"While fighting a move to toughen penalties for workplace gender discrimination, state Sen. Glenn Grothman said he didnt believe women belonged in the workplace but belonged at home, cooking and cleaning and having babies.","jobs,legal-issues,women",0,1,0,0,0,0
289,"If you put the $47 billion in revenue (raised over 10 years by the Buffett rule) into infrastructure you could create 611,000 infrastructure jobs.","economy,federal-budget,jobs,transportation",0,1,0,0,0,0
290,What is the proper collective noun for a group of baboons? Believe it or not . . . a Congress!,"animals,congress,history,polls",0,0,0,0,1,0
291,I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.,economy,0,0,0,0,0,1
292,"Starting in December 2007, 1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs.","job-accomplishments,jobs",0,0,0,1,0,0
293,The (health reform) legislation which Washington passed last year has made it more difficult to hire because its increased costs for employers.,"economy,health-care",1,0,0,0,0,0
294,"The CBO, the Congressional Budget Office has said that Obamacare will kill 800,000 jobs.","economy,health-care",1,0,0,0,0,0
295,"Thompson ""voted against $250,000 caps on damages (and) almost anything that would make our legal system fairer.""",legal-issues,1,0,0,0,0,0
296,Texas this fiscal year will have more money in reserve than the other 49 states combined.,"state-budget,state-finances,states",0,0,0,0,1,0
297,On using the Strategic Petroleum Reserve.,energy,0,1,0,0,0,0
298,Immigrants are more fertile.,immigration,0,0,0,1,0,0
299,"The proposed education changes ""will not cut one teacher's pay.""",education,0,0,0,1,0,0
300,The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006.,"health-care,states",0,0,0,0,1,0
301,Firearms homicides are down about 40 percent since Texas passed concealed-gun permit law.,"civil-rights,crime,guns",0,0,0,1,0,0
302,Upwards of 90 percent of women seeking an abortion decide not to have an abortion after seeing an ultrasound.,"abortion,children,families,health-care,women",0,1,0,0,0,0
303,We spend less on defense today as % of GDP than at any time since Pearl Harbor.,federal-budget,0,0,0,0,1,0
304,If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.,taxes,0,0,0,1,0,0
305,"Says Scott Walker wants to ban common forms of birth control, including the pill.","abortion,message-machine",0,0,1,0,0,0
